housingprice_index,REF_DATE,City,Province,Housing_Type,PRICE_INDEX
9565,2000-10-01,Greater Sudbury,Ontario,Land only,80
9566,2000-10-01,Winnipeg,Manitoba,House only,50
9567,2000-10-01,Winnipeg,Manitoba,Land only,34
9568,2000-10-01,Regina,Saskatchewan,House only,38
9569,2000-10-01,Regina,Saskatchewan,Land only,34
9570,2000-10-01,Saskatoon,Saskatchewan,House only,47
9571,2000-10-01,Saskatoon,Saskatchewan,Land only,43
9572,2000-10-01,Calgary,Alberta,House only,44
9573,2000-10-01,Calgary,Alberta,Land only,41
9574,2000-10-01,Edmonton,Alberta,House only,53
9575,2000-10-01,Edmonton,Alberta,Land only,45
9576,2000-10-01,Vancouver,British Columbia,House only,68
9577,2000-10-01,Vancouver,British Columbia,Land only,85
9578,2000-10-01,Victoria,British Columbia,House only,100
9579,2000-10-01,Victoria,British Columbia,Land only,60
9580,2000-11-01,St. John's,Newfoundland and Labrador,House only,51
9581,2000-11-01,St. John's,Newfoundland and Labrador,Land only,45
9582,2000-11-01,Charlottetown,Prince Edward Island,House only,89
9583,2000-11-01,Charlottetown,Prince Edward Island,Land only,68
9584,2000-11-01,Halifax,Nova Scotia,House only,65
9585,2000-11-01,Halifax,Nova Scotia,Land only,67
9586,2000-11-01,Saint John,Fredericton,House only,78
9587,2000-11-01,Saint John,Fredericton,Land only,77
9588,2000-11-01,Québec,Quebec,House only,64
9589,2000-11-01,Québec,Quebec,Land only,46
9590,2000-11-01,Montréal,Quebec,House only,59
9591,2000-11-01,Montréal,Quebec,Land only,58
9592,2000-11-01,Ottawa-Gatineau,Ontario part,House only,60
9593,2000-11-01,Ottawa-Gatineau,Ontario part,Land only,79
9594,2000-11-01,Toronto,Ontario,House only,46
9595,2000-11-01,Toronto,Ontario,Land only,78
9596,2000-11-01,Hamilton,Ontario,House only,54
9597,2000-11-01,Hamilton,Ontario,Land only,76
9598,2000-11-01,St. Catharines-Niagara,Ontario,House only,56
9599,2000-11-01,St. Catharines-Niagara,Ontario,Land only,73
9600,2000-11-01,Kitchener-Cambridge-Waterloo,Ontario,House only,60
9601,2000-11-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,82
9602,2000-11-01,London,Ontario,House only,57
9603,2000-11-01,London,Ontario,Land only,92
9604,2000-11-01,Windsor,Ontario,House only,96
9605,2000-11-01,Windsor,Ontario,Land only,84
9606,2000-11-01,Greater Sudbury,Ontario,House only,81
9607,2000-11-01,Greater Sudbury,Ontario,Land only,80
9608,2000-11-01,Winnipeg,Manitoba,House only,50
9609,2000-11-01,Winnipeg,Manitoba,Land only,34
9610,2000-11-01,Regina,Saskatchewan,House only,38
9611,2000-11-01,Regina,Saskatchewan,Land only,34
9612,2000-11-01,Saskatoon,Saskatchewan,House only,47
9613,2000-11-01,Saskatoon,Saskatchewan,Land only,43
9614,2000-11-01,Calgary,Alberta,House only,44
9615,2000-11-01,Calgary,Alberta,Land only,41
9616,2000-11-01,Edmonton,Alberta,House only,53
9617,2000-11-01,Edmonton,Alberta,Land only,45
9618,2000-11-01,Vancouver,British Columbia,House only,68
9619,2000-11-01,Vancouver,British Columbia,Land only,85
9620,2000-11-01,Victoria,British Columbia,House only,101
9621,2000-11-01,Victoria,British Columbia,Land only,59
9622,2000-12-01,St. John's,Newfoundland and Labrador,House only,51
9623,2000-12-01,St. John's,Newfoundland and Labrador,Land only,45
9624,2000-12-01,Charlottetown,Prince Edward Island,House only,89
9625,2000-12-01,Charlottetown,Prince Edward Island,Land only,68
9626,2000-12-01,Halifax,Nova Scotia,House only,65
9627,2000-12-01,Halifax,Nova Scotia,Land only,67
9628,2000-12-01,Saint John,Fredericton,House only,78
9629,2000-12-01,Saint John,Fredericton,Land only,77
9630,2000-12-01,Québec,Quebec,House only,64
9631,2000-12-01,Québec,Quebec,Land only,46
9632,2000-12-01,Montréal,Quebec,House only,59
9633,2000-12-01,Montréal,Quebec,Land only,58
9634,2000-12-01,Ottawa-Gatineau,Ontario part,House only,61
9635,2000-12-01,Ottawa-Gatineau,Ontario part,Land only,80
9636,2000-12-01,Toronto,Ontario,House only,46
9637,2000-12-01,Toronto,Ontario,Land only,78
9638,2000-12-01,Hamilton,Ontario,House only,53
9639,2000-12-01,Hamilton,Ontario,Land only,77
9640,2000-12-01,St. Catharines-Niagara,Ontario,House only,56
9641,2000-12-01,St. Catharines-Niagara,Ontario,Land only,73
9642,2000-12-01,Kitchener-Cambridge-Waterloo,Ontario,House only,60
9643,2000-12-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,82
9644,2000-12-01,London,Ontario,House only,57
9645,2000-12-01,London,Ontario,Land only,92
9646,2000-12-01,Windsor,Ontario,House only,96
9647,2000-12-01,Windsor,Ontario,Land only,84
9648,2000-12-01,Greater Sudbury,Ontario,House only,80
9649,2000-12-01,Greater Sudbury,Ontario,Land only,80
9650,2000-12-01,Winnipeg,Manitoba,House only,50
9651,2000-12-01,Winnipeg,Manitoba,Land only,34
9652,2000-12-01,Regina,Saskatchewan,House only,38
9653,2000-12-01,Regina,Saskatchewan,Land only,34
9654,2000-12-01,Saskatoon,Saskatchewan,House only,48
9655,2000-12-01,Saskatoon,Saskatchewan,Land only,43
9656,2000-12-01,Calgary,Alberta,House only,44
9657,2000-12-01,Calgary,Alberta,Land only,41
9658,2000-12-01,Edmonton,Alberta,House only,53
9659,2000-12-01,Edmonton,Alberta,Land only,45
9660,2000-12-01,Vancouver,British Columbia,House only,68
9661,2000-12-01,Vancouver,British Columbia,Land only,85
9662,2000-12-01,Victoria,British Columbia,House only,102
9663,2000-12-01,Victoria,British Columbia,Land only,59
9664,2001-01-01,St. John's,Newfoundland and Labrador,House only,51
9665,2001-01-01,St. John's,Newfoundland and Labrador,Land only,45
9666,2001-01-01,Charlottetown,Prince Edward Island,House only,89
9667,2001-01-01,Charlottetown,Prince Edward Island,Land only,68
9668,2001-01-01,Halifax,Nova Scotia,House only,65
9669,2001-01-01,Halifax,Nova Scotia,Land only,68
9670,2001-01-01,Saint John,Fredericton,House only,78
9671,2001-01-01,Saint John,Fredericton,Land only,77
9672,2001-01-01,Québec,Quebec,House only,65
9673,2001-01-01,Québec,Quebec,Land only,46
9674,2001-01-01,Montréal,Quebec,House only,60
9675,2001-01-01,Montréal,Quebec,Land only,58
9676,2001-01-01,Ottawa-Gatineau,Ontario part,House only,62
9677,2001-01-01,Ottawa-Gatineau,Ontario part,Land only,80
9678,2001-01-01,Toronto,Ontario,House only,46
9679,2001-01-01,Toronto,Ontario,Land only,78
9680,2001-01-01,Hamilton,Ontario,House only,53
9681,2001-01-01,Hamilton,Ontario,Land only,77
9682,2001-01-01,St. Catharines-Niagara,Ontario,House only,56
9683,2001-01-01,St. Catharines-Niagara,Ontario,Land only,73
9684,2001-01-01,Kitchener-Cambridge-Waterloo,Ontario,House only,60
9685,2001-01-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,82
9686,2001-01-01,London,Ontario,House only,57
9687,2001-01-01,London,Ontario,Land only,92
9688,2001-01-01,Windsor,Ontario,House only,96
9689,2001-01-01,Windsor,Ontario,Land only,84
9690,2001-01-01,Greater Sudbury,Ontario,House only,80
9691,2001-01-01,Greater Sudbury,Ontario,Land only,80
9692,2001-01-01,Winnipeg,Manitoba,House only,50
9693,2001-01-01,Winnipeg,Manitoba,Land only,34
9694,2001-01-01,Regina,Saskatchewan,House only,39
9695,2001-01-01,Regina,Saskatchewan,Land only,34
9696,2001-01-01,Saskatoon,Saskatchewan,House only,48
9697,2001-01-01,Saskatoon,Saskatchewan,Land only,43
9698,2001-01-01,Calgary,Alberta,House only,44
9699,2001-01-01,Calgary,Alberta,Land only,41
9700,2001-01-01,Edmonton,Alberta,House only,53
9701,2001-01-01,Edmonton,Alberta,Land only,45
9702,2001-01-01,Vancouver,British Columbia,House only,68
9703,2001-01-01,Vancouver,British Columbia,Land only,85
9704,2001-01-01,Victoria,British Columbia,House only,102
9705,2001-01-01,Victoria,British Columbia,Land only,59
9706,2001-02-01,St. John's,Newfoundland and Labrador,House only,51
9707,2001-02-01,St. John's,Newfoundland and Labrador,Land only,45
9708,2001-02-01,Charlottetown,Prince Edward Island,House only,89
9709,2001-02-01,Charlottetown,Prince Edward Island,Land only,68
9710,2001-02-01,Halifax,Nova Scotia,House only,65
9711,2001-02-01,Halifax,Nova Scotia,Land only,68
9712,2001-02-01,Saint John,Fredericton,House only,77
9713,2001-02-01,Saint John,Fredericton,Land only,77
9714,2001-02-01,Québec,Quebec,House only,65
9715,2001-02-01,Québec,Quebec,Land only,47
9716,2001-02-01,Montréal,Quebec,House only,60
9717,2001-02-01,Montréal,Quebec,Land only,58
9718,2001-02-01,Ottawa-Gatineau,Ontario part,House only,62
9719,2001-02-01,Ottawa-Gatineau,Ontario part,Land only,80
9720,2001-02-01,Toronto,Ontario,House only,46
9721,2001-02-01,Toronto,Ontario,Land only,78
9722,2001-02-01,Hamilton,Ontario,House only,54
9723,2001-02-01,Hamilton,Ontario,Land only,77
9724,2001-02-01,St. Catharines-Niagara,Ontario,House only,57
9725,2001-02-01,St. Catharines-Niagara,Ontario,Land only,73
9726,2001-02-01,Kitchener-Cambridge-Waterloo,Ontario,House only,60
9727,2001-02-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
9728,2001-02-01,London,Ontario,House only,57
9729,2001-02-01,London,Ontario,Land only,92
9730,2001-02-01,Windsor,Ontario,House only,96
9731,2001-02-01,Windsor,Ontario,Land only,84
9732,2001-02-01,Greater Sudbury,Ontario,House only,80
9733,2001-02-01,Greater Sudbury,Ontario,Land only,80
9734,2001-02-01,Winnipeg,Manitoba,House only,50
9735,2001-02-01,Winnipeg,Manitoba,Land only,34
9736,2001-02-01,Regina,Saskatchewan,House only,39
9737,2001-02-01,Regina,Saskatchewan,Land only,34
9738,2001-02-01,Saskatoon,Saskatchewan,House only,48
9739,2001-02-01,Saskatoon,Saskatchewan,Land only,43
9740,2001-02-01,Calgary,Alberta,House only,44
9741,2001-02-01,Calgary,Alberta,Land only,41
9742,2001-02-01,Edmonton,Alberta,House only,53
9743,2001-02-01,Edmonton,Alberta,Land only,45
9744,2001-02-01,Vancouver,British Columbia,House only,68
9745,2001-02-01,Vancouver,British Columbia,Land only,85
9746,2001-02-01,Victoria,British Columbia,House only,102
9747,2001-02-01,Victoria,British Columbia,Land only,59
9748,2001-03-01,St. John's,Newfoundland and Labrador,House only,51
9749,2001-03-01,St. John's,Newfoundland and Labrador,Land only,45
9750,2001-03-01,Charlottetown,Prince Edward Island,House only,89
9751,2001-03-01,Charlottetown,Prince Edward Island,Land only,68
9752,2001-03-01,Halifax,Nova Scotia,House only,65
9753,2001-03-01,Halifax,Nova Scotia,Land only,68
9754,2001-03-01,Saint John,Fredericton,House only,77
9755,2001-03-01,Saint John,Fredericton,Land only,77
9756,2001-03-01,Québec,Quebec,House only,65
9757,2001-03-01,Québec,Quebec,Land only,47
9758,2001-03-01,Montréal,Quebec,House only,61
9759,2001-03-01,Montréal,Quebec,Land only,58
9760,2001-03-01,Ottawa-Gatineau,Ontario part,House only,63
9761,2001-03-01,Ottawa-Gatineau,Ontario part,Land only,80
9762,2001-03-01,Toronto,Ontario,House only,47
9763,2001-03-01,Toronto,Ontario,Land only,78
9764,2001-03-01,Hamilton,Ontario,House only,54
9765,2001-03-01,Hamilton,Ontario,Land only,77
9766,2001-03-01,St. Catharines-Niagara,Ontario,House only,57
9767,2001-03-01,St. Catharines-Niagara,Ontario,Land only,73
9768,2001-03-01,Kitchener-Cambridge-Waterloo,Ontario,House only,60
9769,2001-03-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
9770,2001-03-01,London,Ontario,House only,57
9771,2001-03-01,London,Ontario,Land only,92
9772,2001-03-01,Windsor,Ontario,House only,96
9773,2001-03-01,Windsor,Ontario,Land only,84
9774,2001-03-01,Greater Sudbury,Ontario,House only,80
9775,2001-03-01,Greater Sudbury,Ontario,Land only,80
9776,2001-03-01,Winnipeg,Manitoba,House only,51
9777,2001-03-01,Winnipeg,Manitoba,Land only,34
9778,2001-03-01,Regina,Saskatchewan,House only,39
9779,2001-03-01,Regina,Saskatchewan,Land only,34
9780,2001-03-01,Saskatoon,Saskatchewan,House only,48
9781,2001-03-01,Saskatoon,Saskatchewan,Land only,44
9782,2001-03-01,Calgary,Alberta,House only,44
9783,2001-03-01,Calgary,Alberta,Land only,41
9784,2001-03-01,Edmonton,Alberta,House only,53
9785,2001-03-01,Edmonton,Alberta,Land only,45
9786,2001-03-01,Vancouver,British Columbia,House only,68
9787,2001-03-01,Vancouver,British Columbia,Land only,85
9788,2001-03-01,Victoria,British Columbia,House only,102
9789,2001-03-01,Victoria,British Columbia,Land only,59
9790,2001-04-01,St. John's,Newfoundland and Labrador,House only,51
9791,2001-04-01,St. John's,Newfoundland and Labrador,Land only,45
9792,2001-04-01,Charlottetown,Prince Edward Island,House only,89
9793,2001-04-01,Charlottetown,Prince Edward Island,Land only,68
9794,2001-04-01,Halifax,Nova Scotia,House only,65
9795,2001-04-01,Halifax,Nova Scotia,Land only,68
9796,2001-04-01,Saint John,Fredericton,House only,77
9797,2001-04-01,Saint John,Fredericton,Land only,77
9798,2001-04-01,Québec,Quebec,House only,65
9799,2001-04-01,Québec,Quebec,Land only,47
9800,2001-04-01,Montréal,Quebec,House only,61
9801,2001-04-01,Montréal,Quebec,Land only,58
9802,2001-04-01,Ottawa-Gatineau,Ontario part,House only,63
9803,2001-04-01,Ottawa-Gatineau,Ontario part,Land only,80
9804,2001-04-01,Toronto,Ontario,House only,47
9805,2001-04-01,Toronto,Ontario,Land only,78
9806,2001-04-01,Hamilton,Ontario,House only,54
9807,2001-04-01,Hamilton,Ontario,Land only,77
9808,2001-04-01,St. Catharines-Niagara,Ontario,House only,57
9809,2001-04-01,St. Catharines-Niagara,Ontario,Land only,73
9810,2001-04-01,Kitchener-Cambridge-Waterloo,Ontario,House only,60
9811,2001-04-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
9812,2001-04-01,London,Ontario,House only,58
9813,2001-04-01,London,Ontario,Land only,92
9814,2001-04-01,Windsor,Ontario,House only,96
9815,2001-04-01,Windsor,Ontario,Land only,84
9816,2001-04-01,Greater Sudbury,Ontario,House only,80
9817,2001-04-01,Greater Sudbury,Ontario,Land only,80
9818,2001-04-01,Winnipeg,Manitoba,House only,51
9819,2001-04-01,Winnipeg,Manitoba,Land only,34
9820,2001-04-01,Regina,Saskatchewan,House only,40
9821,2001-04-01,Regina,Saskatchewan,Land only,34
9822,2001-04-01,Saskatoon,Saskatchewan,House only,48
9823,2001-04-01,Saskatoon,Saskatchewan,Land only,44
9824,2001-04-01,Calgary,Alberta,House only,44
9825,2001-04-01,Calgary,Alberta,Land only,42
9826,2001-04-01,Edmonton,Alberta,House only,53
9827,2001-04-01,Edmonton,Alberta,Land only,45
9828,2001-04-01,Vancouver,British Columbia,House only,68
9829,2001-04-01,Vancouver,British Columbia,Land only,85
9830,2001-04-01,Victoria,British Columbia,House only,102
9831,2001-04-01,Victoria,British Columbia,Land only,59
9832,2001-05-01,St. John's,Newfoundland and Labrador,House only,51
9833,2001-05-01,St. John's,Newfoundland and Labrador,Land only,45
9834,2001-05-01,Charlottetown,Prince Edward Island,House only,89
9835,2001-05-01,Charlottetown,Prince Edward Island,Land only,68
9836,2001-05-01,Halifax,Nova Scotia,House only,65
9837,2001-05-01,Halifax,Nova Scotia,Land only,68
9838,2001-05-01,Saint John,Fredericton,House only,78
9839,2001-05-01,Saint John,Fredericton,Land only,78
9840,2001-05-01,Québec,Quebec,House only,65
9841,2001-05-01,Québec,Quebec,Land only,47
9842,2001-05-01,Montréal,Quebec,House only,61
9843,2001-05-01,Montréal,Quebec,Land only,59
9844,2001-05-01,Ottawa-Gatineau,Ontario part,House only,64
9845,2001-05-01,Ottawa-Gatineau,Ontario part,Land only,80
9846,2001-05-01,Toronto,Ontario,House only,47
9847,2001-05-01,Toronto,Ontario,Land only,78
9848,2001-05-01,Hamilton,Ontario,House only,54
9849,2001-05-01,Hamilton,Ontario,Land only,77
9850,2001-05-01,St. Catharines-Niagara,Ontario,House only,57
9851,2001-05-01,St. Catharines-Niagara,Ontario,Land only,73
9852,2001-05-01,Kitchener-Cambridge-Waterloo,Ontario,House only,60
9853,2001-05-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
9854,2001-05-01,London,Ontario,House only,58
9855,2001-05-01,London,Ontario,Land only,92
9856,2001-05-01,Windsor,Ontario,House only,96
9857,2001-05-01,Windsor,Ontario,Land only,84
9858,2001-05-01,Greater Sudbury,Ontario,House only,80
9859,2001-05-01,Greater Sudbury,Ontario,Land only,80
9860,2001-05-01,Winnipeg,Manitoba,House only,51
9861,2001-05-01,Winnipeg,Manitoba,Land only,34
9862,2001-05-01,Regina,Saskatchewan,House only,40
9863,2001-05-01,Regina,Saskatchewan,Land only,34
9864,2001-05-01,Saskatoon,Saskatchewan,House only,48
9865,2001-05-01,Saskatoon,Saskatchewan,Land only,44
9866,2001-05-01,Calgary,Alberta,House only,44
9867,2001-05-01,Calgary,Alberta,Land only,42
9868,2001-05-01,Edmonton,Alberta,House only,53
9869,2001-05-01,Edmonton,Alberta,Land only,45
9870,2001-05-01,Vancouver,British Columbia,House only,68
9871,2001-05-01,Vancouver,British Columbia,Land only,85
9872,2001-05-01,Victoria,British Columbia,House only,102
9873,2001-05-01,Victoria,British Columbia,Land only,59
9874,2001-06-01,St. John's,Newfoundland and Labrador,House only,51
9875,2001-06-01,St. John's,Newfoundland and Labrador,Land only,45
9876,2001-06-01,Charlottetown,Prince Edward Island,House only,89
9877,2001-06-01,Charlottetown,Prince Edward Island,Land only,68
9878,2001-06-01,Halifax,Nova Scotia,House only,65
9879,2001-06-01,Halifax,Nova Scotia,Land only,68
9880,2001-06-01,Saint John,Fredericton,House only,78
9881,2001-06-01,Saint John,Fredericton,Land only,78
9882,2001-06-01,Québec,Quebec,House only,66
9883,2001-06-01,Québec,Quebec,Land only,47
9884,2001-06-01,Montréal,Quebec,House only,61
9885,2001-06-01,Montréal,Quebec,Land only,59
9886,2001-06-01,Ottawa-Gatineau,Ontario part,House only,64
9887,2001-06-01,Ottawa-Gatineau,Ontario part,Land only,80
9888,2001-06-01,Toronto,Ontario,House only,47
9889,2001-06-01,Toronto,Ontario,Land only,78
9890,2001-06-01,Hamilton,Ontario,House only,55
9891,2001-06-01,Hamilton,Ontario,Land only,77
9892,2001-06-01,St. Catharines-Niagara,Ontario,House only,58
9893,2001-06-01,St. Catharines-Niagara,Ontario,Land only,73
9894,2001-06-01,Kitchener-Cambridge-Waterloo,Ontario,House only,61
9895,2001-06-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
9896,2001-06-01,London,Ontario,House only,58
9897,2001-06-01,London,Ontario,Land only,92
9898,2001-06-01,Windsor,Ontario,House only,96
9899,2001-06-01,Windsor,Ontario,Land only,84
9900,2001-06-01,Greater Sudbury,Ontario,House only,80
9901,2001-06-01,Greater Sudbury,Ontario,Land only,80
9902,2001-06-01,Winnipeg,Manitoba,House only,51
9903,2001-06-01,Winnipeg,Manitoba,Land only,34
9904,2001-06-01,Regina,Saskatchewan,House only,40
9905,2001-06-01,Regina,Saskatchewan,Land only,34
9906,2001-06-01,Saskatoon,Saskatchewan,House only,49
9907,2001-06-01,Saskatoon,Saskatchewan,Land only,44
9908,2001-06-01,Calgary,Alberta,House only,44
9909,2001-06-01,Calgary,Alberta,Land only,42
9910,2001-06-01,Edmonton,Alberta,House only,54
9911,2001-06-01,Edmonton,Alberta,Land only,45
9912,2001-06-01,Vancouver,British Columbia,House only,68
9913,2001-06-01,Vancouver,British Columbia,Land only,85
9914,2001-06-01,Victoria,British Columbia,House only,102
9915,2001-06-01,Victoria,British Columbia,Land only,59
9916,2001-07-01,St. John's,Newfoundland and Labrador,House only,52
9917,2001-07-01,St. John's,Newfoundland and Labrador,Land only,45
9918,2001-07-01,Charlottetown,Prince Edward Island,House only,89
9919,2001-07-01,Charlottetown,Prince Edward Island,Land only,68
9920,2001-07-01,Halifax,Nova Scotia,House only,65
9921,2001-07-01,Halifax,Nova Scotia,Land only,68
9922,2001-07-01,Saint John,Fredericton,House only,78
9923,2001-07-01,Saint John,Fredericton,Land only,78
9924,2001-07-01,Québec,Quebec,House only,66
9925,2001-07-01,Québec,Quebec,Land only,47
9926,2001-07-01,Montréal,Quebec,House only,61
9927,2001-07-01,Montréal,Quebec,Land only,59
9928,2001-07-01,Ottawa-Gatineau,Ontario part,House only,64
9929,2001-07-01,Ottawa-Gatineau,Ontario part,Land only,80
9930,2001-07-01,Toronto,Ontario,House only,47
9931,2001-07-01,Toronto,Ontario,Land only,78
9932,2001-07-01,Hamilton,Ontario,House only,55
9933,2001-07-01,Hamilton,Ontario,Land only,77
9934,2001-07-01,St. Catharines-Niagara,Ontario,House only,58
9935,2001-07-01,St. Catharines-Niagara,Ontario,Land only,73
9936,2001-07-01,Kitchener-Cambridge-Waterloo,Ontario,House only,62
9937,2001-07-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
9938,2001-07-01,London,Ontario,House only,58
9939,2001-07-01,London,Ontario,Land only,92
9940,2001-07-01,Windsor,Ontario,House only,96
9941,2001-07-01,Windsor,Ontario,Land only,84
9942,2001-07-01,Greater Sudbury,Ontario,House only,80
9943,2001-07-01,Greater Sudbury,Ontario,Land only,80
9944,2001-07-01,Winnipeg,Manitoba,House only,51
9945,2001-07-01,Winnipeg,Manitoba,Land only,34
9946,2001-07-01,Regina,Saskatchewan,House only,40
9947,2001-07-01,Regina,Saskatchewan,Land only,34
9948,2001-07-01,Saskatoon,Saskatchewan,House only,49
9949,2001-07-01,Saskatoon,Saskatchewan,Land only,44
9950,2001-07-01,Calgary,Alberta,House only,45
9951,2001-07-01,Calgary,Alberta,Land only,42
9952,2001-07-01,Edmonton,Alberta,House only,54
9953,2001-07-01,Edmonton,Alberta,Land only,45
9954,2001-07-01,Vancouver,British Columbia,House only,69
9955,2001-07-01,Vancouver,British Columbia,Land only,85
9956,2001-07-01,Victoria,British Columbia,House only,103
9957,2001-07-01,Victoria,British Columbia,Land only,59
9958,2001-08-01,St. John's,Newfoundland and Labrador,House only,52
9959,2001-08-01,St. John's,Newfoundland and Labrador,Land only,45
9960,2001-08-01,Charlottetown,Prince Edward Island,House only,88
9961,2001-08-01,Charlottetown,Prince Edward Island,Land only,73
9962,2001-08-01,Halifax,Nova Scotia,House only,66
9963,2001-08-01,Halifax,Nova Scotia,Land only,68
9964,2001-08-01,Saint John,Fredericton,House only,78
9965,2001-08-01,Saint John,Fredericton,Land only,78
9966,2001-08-01,Québec,Quebec,House only,66
9967,2001-08-01,Québec,Quebec,Land only,47
9968,2001-08-01,Montréal,Quebec,House only,61
9969,2001-08-01,Montréal,Quebec,Land only,59
9970,2001-08-01,Ottawa-Gatineau,Ontario part,House only,64
9971,2001-08-01,Ottawa-Gatineau,Ontario part,Land only,80
9972,2001-08-01,Toronto,Ontario,House only,47
9973,2001-08-01,Toronto,Ontario,Land only,78
9974,2001-08-01,Hamilton,Ontario,House only,55
9975,2001-08-01,Hamilton,Ontario,Land only,77
9976,2001-08-01,St. Catharines-Niagara,Ontario,House only,58
9977,2001-08-01,St. Catharines-Niagara,Ontario,Land only,73
9978,2001-08-01,Kitchener-Cambridge-Waterloo,Ontario,House only,62
9979,2001-08-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,85
9980,2001-08-01,London,Ontario,House only,58
9981,2001-08-01,London,Ontario,Land only,92
9982,2001-08-01,Windsor,Ontario,House only,96
9983,2001-08-01,Windsor,Ontario,Land only,84
9984,2001-08-01,Greater Sudbury,Ontario,House only,81
9985,2001-08-01,Greater Sudbury,Ontario,Land only,80
9986,2001-08-01,Winnipeg,Manitoba,House only,51
9987,2001-08-01,Winnipeg,Manitoba,Land only,34
9988,2001-08-01,Regina,Saskatchewan,House only,40
9989,2001-08-01,Regina,Saskatchewan,Land only,34
9990,2001-08-01,Saskatoon,Saskatchewan,House only,49
9991,2001-08-01,Saskatoon,Saskatchewan,Land only,44
9992,2001-08-01,Calgary,Alberta,House only,45
9993,2001-08-01,Calgary,Alberta,Land only,42
9994,2001-08-01,Edmonton,Alberta,House only,54
9995,2001-08-01,Edmonton,Alberta,Land only,46
9996,2001-08-01,Vancouver,British Columbia,House only,69
9997,2001-08-01,Vancouver,British Columbia,Land only,85
9998,2001-08-01,Victoria,British Columbia,House only,103
9999,2001-08-01,Victoria,British Columbia,Land only,59
10000,2001-09-01,St. John's,Newfoundland and Labrador,House only,52
10001,2001-09-01,St. John's,Newfoundland and Labrador,Land only,45
10002,2001-09-01,Charlottetown,Prince Edward Island,House only,88
10003,2001-09-01,Charlottetown,Prince Edward Island,Land only,73
10004,2001-09-01,Halifax,Nova Scotia,House only,66
10005,2001-09-01,Halifax,Nova Scotia,Land only,68
10006,2001-09-01,Saint John,Fredericton,House only,78
10007,2001-09-01,Saint John,Fredericton,Land only,78
10008,2001-09-01,Québec,Quebec,House only,66
10009,2001-09-01,Québec,Quebec,Land only,47
10010,2001-09-01,Montréal,Quebec,House only,62
10011,2001-09-01,Montréal,Quebec,Land only,59
10012,2001-09-01,Ottawa-Gatineau,Ontario part,House only,64
10013,2001-09-01,Ottawa-Gatineau,Ontario part,Land only,80
10014,2001-09-01,Toronto,Ontario,House only,47
10015,2001-09-01,Toronto,Ontario,Land only,78
10016,2001-09-01,Hamilton,Ontario,House only,55
10017,2001-09-01,Hamilton,Ontario,Land only,77
10018,2001-09-01,St. Catharines-Niagara,Ontario,House only,58
10019,2001-09-01,St. Catharines-Niagara,Ontario,Land only,73
10020,2001-09-01,Kitchener-Cambridge-Waterloo,Ontario,House only,62
10021,2001-09-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,84
10022,2001-09-01,London,Ontario,House only,58
10023,2001-09-01,London,Ontario,Land only,92
10024,2001-09-01,Windsor,Ontario,House only,96
10025,2001-09-01,Windsor,Ontario,Land only,84
10026,2001-09-01,Greater Sudbury,Ontario,House only,81
10027,2001-09-01,Greater Sudbury,Ontario,Land only,80
10028,2001-09-01,Winnipeg,Manitoba,House only,51
10029,2001-09-01,Winnipeg,Manitoba,Land only,34
10030,2001-09-01,Regina,Saskatchewan,House only,40
10031,2001-09-01,Regina,Saskatchewan,Land only,34
10032,2001-09-01,Saskatoon,Saskatchewan,House only,49
10033,2001-09-01,Saskatoon,Saskatchewan,Land only,44
10034,2001-09-01,Calgary,Alberta,House only,45
10035,2001-09-01,Calgary,Alberta,Land only,43
10036,2001-09-01,Edmonton,Alberta,House only,54
10037,2001-09-01,Edmonton,Alberta,Land only,46
10038,2001-09-01,Vancouver,British Columbia,House only,70
10039,2001-09-01,Vancouver,British Columbia,Land only,85
10040,2001-09-01,Victoria,British Columbia,House only,102
10041,2001-09-01,Victoria,British Columbia,Land only,59
10042,2001-10-01,St. John's,Newfoundland and Labrador,House only,52
10043,2001-10-01,St. John's,Newfoundland and Labrador,Land only,45
10044,2001-10-01,Charlottetown,Prince Edward Island,House only,88
10045,2001-10-01,Charlottetown,Prince Edward Island,Land only,73
10046,2001-10-01,Halifax,Nova Scotia,House only,66
10047,2001-10-01,Halifax,Nova Scotia,Land only,68
10048,2001-10-01,Saint John,Fredericton,House only,79
10049,2001-10-01,Saint John,Fredericton,Land only,78
10050,2001-10-01,Québec,Quebec,House only,66
10051,2001-10-01,Québec,Quebec,Land only,47
10052,2001-10-01,Montréal,Quebec,House only,62
10053,2001-10-01,Montréal,Quebec,Land only,60
10054,2001-10-01,Ottawa-Gatineau,Ontario part,House only,65
10055,2001-10-01,Ottawa-Gatineau,Ontario part,Land only,80
10056,2001-10-01,Toronto,Ontario,House only,47
